#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
CP014999.1.fa,CP014999.1,4013679,4015481,-,pscC,1-1803/1803,===============,0/0,100,99.67,vfdb,NP_250407,(pscC) type III secretion system secretin PscC [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4015481,4015903,-,pscB,1-423/423,===============,0/0,100,99.05,vfdb,NP_250406,(pscB) type III secretion system protein PscB [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4015937,4016767,-,exsD,1-831/831,===============,0/0,100,100,vfdb,NP_250405,(exsD) type III secretion system regulatory protein ExsD [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4016865,4017701,-,exsA,1-837/837,===============,0/0,100,99.88,vfdb,NP_250404,(exsA) type III secretion system regulatory protein ExsA [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4017999,4018412,-,exsB,1-414/414,===============,0/0,100,99.76,vfdb,NP_250403,(exsB) type III secretion system piolitin ExsB [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4018421,4018666,-,exsE,1-246/246,===============,0/0,100,99.19,vfdb,NP_250402,(exsE) type III secretion system regulatory protein ExsE [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4018675,4019112,-,exsC,1-438/438,===============,0/0,100,99.09,vfdb,NP_250401,(exsC) type III secretion system regulatory protein ExsC [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4019238,4020125,-,popD,1-888/888,===============,0/0,100,99.78,vfdb,NP_250400,(popD) type III secretion system hydrophobic translocator pore protein PopD [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4020137,4021309,-,popB,1-1173/1173,===============,0/0,100,99.66,vfdb,NP_250399,(popB) type III secretion system hydrophobic translocator pore protein PopB [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4021290,4021796,-,pcrH,1-504/504,========/======,1/3,100,99.41,vfdb,NP_250398,(pcrH) type III secretion system regulatory protein PcrH [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4021805,4022689,-,pcrV,1-885/885,===============,0/0,100,99.89,vfdb,NP_250397,(pcrV) type III secretion system hydrophilic translocator needle tip protein PcrV [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4022699,4022995,-,pcrG,1-297/297,===============,0/0,100,99.66,vfdb,NP_250396,(pcrG) type III secretion system cytoplasmic regulator PcrG [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4023023,4023457,-,pcrR,1-435/435,===============,0/0,100,100,vfdb,NP_250395,(pcrR) type III secretion system regulatory protein PcrR [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4023454,4025574,-,pcrD,1-2121/2121,===============,0/0,100,99.62,vfdb,NP_250394,(pcrD) type III secretion system protein PcrD [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4025571,4025900,-,pcr4,1-330/330,===============,0/0,100,99.39,vfdb,NP_250393,(pcr4) type III secretion system protein Pcr4 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4025905,4026270,-,pcr3,1-366/366,===============,0/0,100,99.73,vfdb,NP_250392,(pcr3) type III secretion system protein Pcr3 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4026267,4026638,-,pcr2,1-372/372,===============,0/0,100,98.92,vfdb,NP_250391,(pcr2) type III secretion system protein Pcr2 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4026625,4026903,-,pcr1,1-279/279,===============,0/0,100,100,vfdb,NP_250390,(pcr1) type III secretion system protein Pcr1 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4026884,4027750,-,popN,1-867/867,===============,0/0,100,99.42,vfdb,NP_250389,(popN) type III secretion system outer membrane protein PopN [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4027941,4029263,+,pscN,1-1323/1323,===============,0/0,100,98.87,vfdb,NP_250388,(pscN) type III secretion system ATPase PscN [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4029260,4029736,+,pscO,1-477/477,===============,0/0,100,99.16,vfdb,NP_250387,(pscO) type III secretion system protein PscO [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4029724,4030812,+,pscP,1-1110/1110,========/======,2/39,97.3,95.62,vfdb,NP_250386,(pscP) type III secretion system protein PscP [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4030809,4031738,+,pscQ,1-930/930,===============,0/0,100,99.25,vfdb,NP_250385,(pscQ) type III secretion system protein PscQ [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4031735,4032388,+,pscR,1-654/654,===============,0/0,100,99.69,vfdb,NP_250384,(pscR) type III secretion system protein PscR [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4032391,4032657,+,pscS,1-267/267,===============,0/0,100,99.62,vfdb,NP_250383,(pscS) type III secretion system protein PscS [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4032654,4033442,+,pscT,1-789/789,===============,0/0,100,99.11,vfdb,NP_250382,(pscT) type III secretion system protein PscT [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4033439,4034488,+,pscU,1-1050/1050,===============,0/0,100,99.05,vfdb,NP_250381,(pscU) type III secretion system protein PscU [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4283007,4283897,-,motD,1-891/891,===============,0/0,100,100,vfdb,NP_250152,(motD) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4283910,4284650,-,motC,1-741/741,===============,0/0,100,100,vfdb,NP_250151,(motC) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4289645,4290388,-,fliA,1-744/744,===============,0/0,100,99.6,vfdb,NP_250146,(fliA) flagellar biosynthesis sigma factor FliA [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4290385,4291227,-,fleN,1-843/843,===============,0/0,100,99.53,vfdb,NP_250145,(fleN) flagellar synthesis regulator FleN [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4291366,4292655,-,flhF,1-1290/1290,===============,0/0,100,99.46,vfdb,NP_250144,(flhF) flagellar biosynthesis protein FlhF [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4292739,4294862,-,flhA,1-2124/2124,===============,0/0,100,99.25,vfdb,NP_250143,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4297719,4298855,-,flhB,1-1137/1137,===============,0/0,100,99.38,vfdb,NP_250140,(flhB) flagellar biosynthetic protein FlhB [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4298858,4299634,-,fliR,1-777/777,===============,0/0,100,99.61,vfdb,NP_250139,(fliR) flagellar biosynthetic protein FliR [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4299634,4299903,-,fliQ,1-270/270,===============,0/0,100,99.63,vfdb,NP_250138,(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4299948,4300715,-,fliP,1-768/768,===============,0/0,100,99.74,vfdb,NP_250137,(fliP) flagellar biosynthetic protein FliP [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4300712,4301164,-,fliO,1-453/453,===============,0/0,100,100,vfdb,NP_250136,(fliO) flagellar protein FliO [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4301166,4301639,-,fliN,1-474/474,===============,0/0,100,99.79,vfdb,NP_250135,(fliN) flagellar motor switch protein FliN [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4301667,4302638,-,fliM,1-972/972,===============,0/0,100,99.9,vfdb,NP_250134,(fliM) flagellar motor switch protein FliM [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4302646,4303167,-,fliL,1-522/522,===============,0/0,100,99.81,vfdb,NP_250133,(fliL) flagellar basal body protein FliL [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4303411,4304694,-,fliK,1-1284/1284,===============,0/0,100,98.44,vfdb,NP_250132,(fliK) flagellar hook-length control protein FliK [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4315331,4315936,-,lasI,1-606/606,===============,0/0,100,100,vfdb,NP_250123,(lasI) autoinducer synthesis protein LasI [Quorum sensing (VF0093)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4528137,4529576,-,aprA,1-1440/1440,===============,0/0,100,99.44,vfdb,NP_249940,(aprA) alkaline metalloproteinase precursor [Alkaline protease (VF0090)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4642510,4644426,+,toxA,1-1917/1917,===============,0/0,100,99.37,vfdb,NP_249839,(toxA) exotoxin A precursor [ExoA (VF0086)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4661936,4662913,+,rhlC,1-978/978,===============,0/0,100,99.39,vfdb,NP_249821,(rhlC) rhamnosyltransferase 2 [Rhamnolipid biosynthesis (CVF524)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4687178,4687621,-,fliJ,1-444/444,===============,0/0,100,99.78,vfdb,NP_249796,(fliJ) flagellar protein FliJ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4687635,4688990,-,fliI,1-1356/1356,===============,0/0,100,99.19,vfdb,NP_249795,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4688980,4689786,-,fliH,1-807/807,===============,0/0,100,98.89,vfdb,NP_249794,(fliH) flagellar assembly protein H [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4689788,4690804,-,fliG,1-1017/1017,===============,0/0,100,99.41,vfdb,NP_249793,(fliG) flagellar motor switch protein G [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4690810,4692606,-,fliF,1-1797/1797,===============,0/0,100,99.44,vfdb,NP_249792,(fliF) flagellar M-ring protein FliF [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4692629,4692958,-,fliE,1-330/330,===============,0/0,100,99.39,vfdb,NP_249791,(fliE) flagellar hook-basal body complex protein FliE [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4693204,4694625,-,fleR,1-1422/1422,===============,0/0,100,99.58,vfdb,NP_249790,(fleR) two-component response regulator [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4694630,4695838,-,fleS,1-1209/1209,===============,0/0,100,99.34,vfdb,NP_249789,(fleS) two-component sensor [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4695951,4697423,-,fleQ,1-1473/1473,===============,0/0,100,99.19,vfdb,NP_249788,(fleQ) transcriptional regulator FleQ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4697705,4698001,-,fleP,1-297/297,===============,0/0,100,100,vfdb,NP_249787,(fleP) flagellar protein FliT [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4698024,4698404,-,fliS,1-381/381,===============,0/0,100,99.74,vfdb,NP_249786,(fliS) flagellar protein FliS [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4698526,4699950,-,fliD,1-1425/1425,===============,0/0,100,99.86,vfdb,NP_249785,(fliD) flagellar capping protein FliD [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4700036,4700407,-,fleI/flag,1-372/372,===============,0/0,100,99.73,vfdb,NP_249784,(fleI/flag) flagellar protein FlaG [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4700486,4701952,-,fliC,1-1467/1467,===============,0/0,100,99.86,vfdb,NP_249783,(fliC) B-type flagellin [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4709451,4710770,-,flgL,1-1320/1320,===============,0/0,100,99.17,vfdb,NP_249778,(flgL) flagellar hook-associated protein 3 FlgL [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4710796,4712847,-,flgK,1-2052/2052,===============,0/0,100,99.12,vfdb,NP_249777,(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4712866,4714068,-,flgJ,1-1203/1203,===============,0/0,100,99.5,vfdb,NP_249776,(flgJ) flagellar rod assembly protein/muramidase FlgJ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4714079,4715188,-,flgI,1-1110/1110,===============,0/0,100,99.73,vfdb,NP_249775,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4715200,4715895,-,flgH,1-696/696,===============,0/0,100,99.42,vfdb,NP_249774,(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4715941,4716726,-,flgG,1-786/786,===============,0/0,100,99.49,vfdb,NP_249773,(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4716773,4717522,-,flgF,1-750/750,===============,0/0,100,99.07,vfdb,NP_249772,(flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4717740,4719128,-,flgE,1-1389/1389,===============,0/0,100,99.78,vfdb,NP_249771,(flgE) flagellar hook protein FlgE [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4719156,4719869,-,flgD,1-714/714,===============,0/0,100,99.86,vfdb,NP_249770,(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4719882,4720322,-,flgC,1-441/441,===============,0/0,100,100,vfdb,NP_249769,(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,4720328,4720735,-,flgB,1-408/408,===============,0/0,100,100,vfdb,NP_249768,(flgB) flagellar basal body rod protein FlgB [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5011877,5014069,+,plcH,1-2193/2193,===============,0/0,100,99.59,vfdb,NP_249535,(plcH) hemolytic phospholipase C precursor [PLC (VF0092)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5096582,5098006,-,mucD,1-1425/1425,===============,0/0,100,99.65,vfdb,NP_249457,(mucD) serine protease MucD precursor [Alginate regulation (CVF523)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5098046,5098501,-,mucC,1-456/456,===============,0/0,100,99.78,vfdb,NP_249456,(mucC) negative regulator for alginate biosynthesis MucB [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5098498,5099448,-,mucB,1-951/951,===============,0/0,100,100,vfdb,NP_249455,(mucB) anti-sigma factor MucA inhibitor of alg gene expression [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5099457,5100041,-,mucA,1-585/585,===============,0/0,100,99.66,vfdb,NP_249454,(mucA) alkaline metalloproteinase precursor [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5100073,5100654,-,algU,1-582/582,===============,0/0,100,99.83,vfdb,NP_249453,(algU) alginate biosynthesis protein AlgZ/FimS [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5528662,5529831,+,algW,1-1170/1170,===============,0/0,100,99.83,vfdb,NP_253136,(algW) AlgW protein [Alginate regulation (CVF523)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5618797,5620497,+,pilB,1-1701/1701,===============,0/0,100,97.65,vfdb,NP_253216,(pilB) type 4 fimbrial biogenesis protein PilB [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5621727,5622593,+,xcpA/pilD,7-873/873,===============,0/0,99.31,99.31,vfdb,NP_253218,(xcpA/pilD) type 4 prepilin peptidase PilD [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5787643,5789235,+,pilS,1-1593/1593,===============,0/0,100,99.56,vfdb,NP_253236,(pilS) two-component sensor PilS [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5789250,5790587,+,pilR,1-1338/1338,===============,0/0,100,99.92,vfdb,NP_253237,(pilR) two-component response regulator PilR [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5791862,5792371,+,fimT,1-510/510,===============,0/0,100,99.61,vfdb,NP_253239,(fimT) type 4 fimbrial biogenesis protein FimT [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5792477,5792983,+,fimU,1-507/507,===============,0/0,100,99.8,vfdb,NP_253240,(fimU) type 4 fimbrial biogenesis protein FimU [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5792974,5793531,+,pilV,1-558/558,===============,0/0,100,99.82,vfdb,NP_253241,(pilV) type IV pilus biogenesis protein PilV [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5793528,5794352,+,pilW,1-825/825,===============,0/0,100,99.52,vfdb,NP_253242,(pilW) type IV fimbrial biogenesis protein PilW [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5794349,5794936,+,pilX,1-588/588,===============,0/0,100,99.49,vfdb,NP_253243,(pilX) type 4 fimbrial biogenesis protein PilX [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5794948,5798439,+,pilY1,1-3486/3486,========/======,10/30,99.66,92.18,vfdb,NP_253244,(pilY1) type 4 fimbrial biogenesis protein PilY1 [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5798441,5798788,+,pilY2,1-348/348,===============,0/0,100,100,vfdb,NP_253245,(pilY2) type 4 fimbrial biogenesis protein PilY2 [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,5798785,5799210,+,pilE,1-426/426,===============,0/0,100,100,vfdb,NP_253246,(pilE) type 4 fimbrial biogenesis protein PilE [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6249437,6250480,-,motB,1-1044/1044,===============,0/0,100,99.52,vfdb,NP_253640,(motB) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6250500,6251351,-,motA,1-852/852,===============,0/0,100,100,vfdb,NP_253641,(motA) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6295300,6296577,-,waaA,1-1278/1278,===============,0/0,100,99.84,vfdb,NP_253675,(waaA) lipopolysaccharide core biosynthesis protein WaaP [LPS (VF0085)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6319344,6320150,-,waaP,1-807/807,===============,0/0,100,99.88,vfdb,NP_253696,(waaP) UDP-glucose:(heptosyl) LPS alpha 13-glucosyltransferase WaaG [LPS (VF0085)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6320147,6321268,-,waaG,1-1122/1122,===============,0/0,100,99.38,vfdb,NP_253697,(waaG) B-band O-antigen polymerase [LPS (VF0085)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6321265,6322332,-,waaC,1-1068/1068,===============,0/0,100,99.44,vfdb,NP_253698,(waaC) 3-deoxy-D-manno-octulosonic-acid (KDO) transferase [LPS (VF0085)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6322329,6323366,-,waaF,1-1038/1038,===============,0/0,100,99.81,vfdb,NP_253699,(waaF) heptosyltransferase I [LPS (VF0085)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6367189,6369333,-,pilQ,1-2145/2145,===============,0/0,100,98.69,vfdb,NP_253727,(pilQ) type 4 fimbrial biogenesis protein PilQ [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6369387,6369911,-,pilP,1-525/525,===============,0/0,100,99.81,vfdb,NP_253728,(pilP) type IV pilus biogenesis protein PilP [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6369908,6370531,-,pilO,1-624/624,===============,0/0,100,99.84,vfdb,NP_253729,(pilO) type IV pilus inner membrane platform protein PilO [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6370528,6371124,-,pilN,1-597/597,===============,0/0,100,99.83,vfdb,NP_253730,(pilN) type IV pilus inner membrane platform protein PilN [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6371124,6372188,-,pilM,1-1065/1065,===============,0/0,100,99.81,vfdb,NP_253731,(pilM) type IV pilus inner membrane platform protein PilM [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6615140,6616210,-,algP/algR3,1-1059/1059,========/======,1/12,100,98.13,vfdb,NP_253940,(algP/algR3) alginate regulatory protein AlgP [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6617027,6617509,-,algQ,1-483/483,===============,0/0,100,99.38,vfdb,NP_253942,(algQ) Alginate regulatory protein AlgQ [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6622654,6623400,-,algR,1-747/747,===============,0/0,100,99.6,vfdb,NP_253948,(algR) alginate biosynthesis regulatory protein AlgR [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6623405,6624481,-,algZ,1-1077/1077,===============,0/0,100,99.44,vfdb,NP_253949,(algZ) sigma factor AlgU [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6692528,6693919,+,algC,1-1392/1392,===============,0/0,100,99.86,vfdb,NP_254009,(algC) phosphomannomutase AlgC [Alginate biosynthesis (CVF522)] [Pseudomonas aeruginosa PAO1],
CP014999.1.fa,CP014999.1,6914503,6915852,+,algB,1-1350/1350,===============,0/0,100,100,vfdb,NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091)] [Pseudomonas aeruginosa PAO1],
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
CP015001.1.fa,CP015001.1,64645,66018,+,exoT,1-1374/1374,===============,0/0,100,98.91,vfdb,NP_248734,(exoT) type III secretion system effector ExoT ADP ribosyltransferase activity and GTPase-activating protein activity [ExoT (VF0097)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,72162,73994,+,phzH,1-1833/1833,===============,0/0,100,99.67,vfdb,NP_248741,(phzH) phenazine-modifying enzyme [Phenazines biosynthesis (CVF536)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,87545,88459,-,tagQ,1-915/915,===============,0/0,100,99.78,vfdb,NP_248760,(tagQ) type VI secretiona ssociated protein TagQ outer membrane lipoprotein [HSI-1 (Hcp-secretion island 1) (SS178)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,88521,90233,-,tagR,1-1713/1713,===============,0/0,100,99.77,vfdb,NP_248761,(tagR) type IV secretion associated protein TagR positively regulates PpkA [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,90226,91425,-,tagS,1-1200/1200,===============,0/0,100,99.67,vfdb,NP_248762,(tagS) type IV secretion associated protein TagS forming a stable inner membrane complex with TagT [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,91425,92144,-,tagT,1-720/720,===============,0/0,100,99.31,vfdb,NP_248763,(tagT) type six secretion associated protein TagT ATP-binding component of ABC transporter [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,92141,95239,-,ppkA,1-3099/3099,===============,0/0,100,99.29,vfdb,NP_248764,(ppkA) serine/threonine protein kinase PpkA [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,95247,95975,-,pppA,1-729/729,===============,0/0,100,99.59,vfdb,NP_248765,(pppA) Pseudomonas protein phosphatase PppA [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,95985,96665,-,tagF/pppB,1-681/681,===============,0/0,100,98.53,vfdb,NP_248766,(tagF/pppB) Pseudomonas protein phosphatase PppB [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
CP015001.1.fa,CP015001.1,96662,99970,-,icmF1/tssM1,1-3306/3306,========/======,1/3,100,98.97,vfdb,NP_248767,(icmF1/tssM1) type VI secretion system protein IcmF1 [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
