#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
CP014999.1.fa,CP014999.1,4662910,4663317,-,fosA,1-408/408,===============,0/0,100.00,99.75,card,AE004091.2:1221690-1222098,An enzyme that confers resistance to fosfomycin in Serratia marcescens by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule. In Pseudomonas aeruginosa FosA catalyzes the conjugation of glutathione to carbon-1 of fosfomycin rendering it ineffective as an antibacterial drug.,fosfomycin
CP014999.1.fa,CP014999.1,5284432,5285070,+,Pseudomonas_aeruginosa_catB7,1-639/639,===============,0/0,100.00,99.37,card,NC_002516.2:780101-779462,catB7 is a chromosome-encoded variant of the cat gene found in Pseudomonas aeruginosa,phenicol
CP014999.1.fa,CP014999.1,5452291,5453421,+,mexV,1-1131/1131,===============,0/0,100.00,98.50,card,AE004091.2:4903465-4904596,MexV is the membrane fusion protein of the MexVW-OprM multidrug efflux complex.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline
CP014999.1.fa,CP014999.1,5453472,5456528,+,mexW,1-3057/3057,===============,0/0,100.00,99.71,card,NC_002516.2:4904646-4907703,MexW is the RND-type membrane protein of the efflux complex MexVW-OprM.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline
CP014999.1.fa,CP014999.1,5652451,5652648,+,CrpP,1-198/198,===============,0/0,100.00,98.99,card,HM560971.1:119269-119071,A plasmid-encoded ciprofloxacin resistance protein identified from a Pseudomonas aeruginosa plasmid. CrpP confers resistance to ciprofloxacin by antibiotic inactivation through phosphorylation. Described by Chavez-Jacobo et al. 2018.,fluoroquinolone
CP014999.1.fa,CP014999.1,5843905,5845344,-,OprJ,1-1440/1440,===============,0/0,100.00,99.44,card,U57969:4622-6062,OprJ is the outer membrane channel component of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP014999.1.fa,CP014999.1,5845350,5848481,-,MexD,1-3132/3132,========/======,2/2,99.97,99.49,card,U57969:1485-4617,MexD is the multidrug inner membrane transporter of the MexCD-OprJ complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP014999.1.fa,CP014999.1,5848509,5849672,-,MexC,1-1164/1164,===============,0/0,100.00,99.83,card,U57969:294-1458,MexC is the membrane fusion protein of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP014999.1.fa,CP014999.1,6057712,6059145,+,basS,1-1434/1434,===============,0/0,100.00,99.93,card,JQ340365:0-1434,Histidine protein kinase sensor Lipid A modification gene; part of a two-component system involved in polymyxin resistance that senses high extracellular Fe(2+),peptide
CP014999.1.fa,CP014999.1,6275580,6277028,+,OpmH,1-1449/1449,===============,0/0,100.00,97.38,card,AE004091.2:5584100-5585549,OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.,triclosan
CP014999.1.fa,CP014999.1,6297582,6297914,+,Pseudomonas_aeruginosa_emrE,1-333/333,===============,0/0,100.00,99.40,card,AE004091.2:5606102-5606435,EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell with the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium methyl viologen gentamicin kanamycin and neomycin.,aminoglycoside
CP014999.1.fa,CP014999.1,6948287,6949075,+,OXA-486,1-789/789,===============,0/0,100.00,99.49,card,CP038661.1:6223618-6224407,Assigned by Lahey's list of beta-lactamases no accessions or other information available,cephalosporin;penam
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
CP015001.1.fa,CP015001.1,182214,183365,+,TriA,1-1152/1152,===============,0/0,100.00,100.00,card,AE004091.2:177306-178458,TriA is a membrane protein that is fused to TriB and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan
CP015001.1.fa,CP015001.1,183362,184432,+,TriB,1-1071/1071,===============,0/0,100.00,99.72,card,AE004091.2:178454-179525,TriB is a membrane protein that is fused to TriA and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan
CP015001.1.fa,CP015001.1,184429,187476,+,TriC,1-3048/3048,===============,0/0,100.00,99.74,card,AE004091.2:179521-182569,TriC is a resistance nodulation cell division (RND) transporter that is a part of TriABC-OpmH a triclosan-specific efflux protein.,triclosan
CP015001.1.fa,CP015001.1,471067,472218,+,MexA,1-1152/1152,===============,0/0,100.00,98.70,card,AE004091.2:472023-473175,MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015001.1.fa,CP015001.1,472234,475374,+,MexB,1-3141/3141,===============,0/0,100.00,99.81,card,L11616:1569-4710,MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015001.1.fa,CP015001.1,475376,476833,+,OprM,1-1458/1458,===============,0/0,100.00,99.79,card,AE004091.2:476332-477790,OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM MexVW-OprM MexXY-OprM and the AmrAB-OprM complex.,acridine_dye;aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015001.1.fa,CP015001.1,809153,810616,-,opmD,1-1464/1464,===============,0/0,100.00,99.66,card,AE004091.2:4710620-4712084,OpmD is the outer membrane channel protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP015001.1.fa,CP015001.1,810613,813702,-,mexI,1-3090/3090,===============,0/0,100.00,99.94,card,AE004091.2:4707534-4710624,MexI is the inner membrane transporter of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP015001.1.fa,CP015001.1,813715,814827,-,mexH,1-1113/1113,===============,0/0,100.00,99.73,card,AE004091.2:4706409-4707522,MexH is the membrane fusion protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP015001.1.fa,CP015001.1,814835,815281,-,mexG,1-447/447,===============,0/0,100.00,99.55,card,AE004091.2:4705955-4706402,MexG is a membrane protein required for MexGHI-OpmD efflux activity.,acridine_dye;fluoroquinolone;tetracycline
CP015001.1.fa,CP015001.1,894847,896055,+,bcr-1,1-1209/1209,===============,0/0,100.00,99.92,card,CP012901.1:5980365-5979156,Transmembrane protein which expels bicyclomycin from the cell leading to bicyclomycin resistance. Identified in Pseudomonas aeruginosa strains responsible for outbreaks in Brazil often appearing with blaSPM-1 another bicyclomycin resistance gene,bicyclomycin
CP015001.1.fa,CP015001.1,912760,913566,+,APH(3')-IIb,1-807/807,===============,0/0,100.00,98.76,card,X90856:387-1194,APH(3')-IIb is a chromosomal-encoded aminoglycoside phosphotransferase in P. aeruginosa,aminoglycoside
CP015001.1.fa,CP015001.1,925922,927115,-,PDC-5,1-1194/1194,===============,0/0,100.00,99.75,card,FJ666068:0-1194,PDC-5 is a extended-spectrum beta-lactamase found in Pseudomonas aeruginosa.,carbapenem;cephalosporin;monobactam
CP015001.1.fa,CP015001.1,1350924,1351085,+,ArmR,1-162/162,===============,0/0,100.00,100.00,card,AE004091.2:4165880-4165718,ArmR a 53-amino-acid antirepressor allosterically inhibits MexR dimer-DNA binding by occupying a hydrophobic binding cavity within the center of the MexR dimer. ArmR up-regulation and MexR-ArmR complex formation have previously been shown to upregulate MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015001.1.fa,CP015001.1,1395689,1396327,-,mexL,1-639/639,===============,0/0,100.00,100.00,card,AE004091.2:4120468-4121107,MexL is a specific repressor of mexJK transcription and autoregulates its own expression.,macrolide;tetracycline;triclosan
CP015001.1.fa,CP015001.1,1396423,1397526,+,mexJ,1-1104/1104,===============,0/0,100.00,99.64,card,AE004091.2:4120373-4119269,mexJ is the membrane fusion protein of the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
CP015001.1.fa,CP015001.1,1397531,1400608,+,mexK,1-3078/3078,===============,0/0,100.00,99.35,card,AE004091.2:4119265-4116187,mexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
CP015001.1.fa,CP015001.1,1532600,1534588,-,arnA,1-1989/1989,===============,0/0,100.00,99.75,card,AE004091.2:3982020-3984009,arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.,peptide
CP015001.1.fa,CP015001.1,1572806,1573963,+,mexP,1-1158/1158,===============,0/0,100.00,99.14,card,AB219524.1:22-1180,MexP is the membrane fusion protein of the MexPQ-OpmE multidrug efflux complex,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP015001.1.fa,CP015001.1,1573960,1577121,+,mexQ,1-3162/3162,===============,0/0,100.00,99.15,card,AB219524.1:1176-4338,MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP015001.1.fa,CP015001.1,1577118,1578593,+,opmE,1-1476/1476,===============,0/0,100.00,99.25,card,AB219524.1:4334-5810,opmE is an outer membrane factor protein that is part of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP015001.1.fa,CP015001.1,1901771,1902448,-,Pseudomonas_aeruginosa_CpxR,1-678/678,===============,0/0,100.00,100.00,card,LT673656.1:1885022-1884344,CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.,aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015001.1.fa,CP015001.1,2671863,2672648,+,AAC(6')-Ib7,1-786/786,===============,0/0,100.00,99.75,card,KR091911.1:75350-74564,AAC(6')-Ib7 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae and C. freundii,aminoglycoside
CP015001.1.fa,CP015001.1,2672729,2673529,+,OXA-56,1-801/801,===============,0/0,100.00,100.00,card,AY445080:0-801,OXA-56 is a beta-lactamase found in Pseudomonas aeruginosa,cephalosporin;penam
CP015001.1.fa,CP015001.1,2673591,2674388,+,aadA7,1-798/798,===============,0/0,100.00,99.62,card,AB114632:655-1453,aadA7 is an integron-encoded aminoglycoside nucleotidyltransferase gene in V. fluvialis P. aeruginosa E. coli V. cholerae and S. enterica,aminoglycoside
CP015001.1.fa,CP015001.1,2676268,2677086,+,sul1,1-819/840,===============,0/0,97.50,100.00,card,JF969163:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,sulfonamide
CP015001.1.fa,CP015001.1,2679379,2680122,-,rmtD,1-744/744,===============,0/0,100.00,100.00,card,EU269034.2:2223-1479,RmtD is a 16S rRNA methyltransferase found in Pseudomonas aeruginosa which methylates G1405 of the 16S rRNA. It confers high level resistance to many aminoglycosides.,aminoglycoside
CP015001.1.fa,CP015001.1,2685126,2685965,+,sul1,1-840/840,===============,0/0,100.00,100.00,card,JF969163:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,sulfonamide
CP015001.1.fa,CP015001.1,2687100,2688275,-,cmx,1-1176/1176,===============,0/0,100.00,100.00,card,AF024666:35934-37110,cmx is a plasmid or transposon-encoded chloramphenicol exporter that is found in Corynebacterium striatum and Pseudomonas aeruginosa.,phenicol
CP015001.1.fa,CP015001.1,2828398,2829678,+,MuxA,1-1281/1281,===============,0/0,100.00,99.53,card,AE004091.2:2855291-2854010,MuxA is a membrane fusion protein component of the efflux pump system MuxABC-OpmB in Pseudomonas aeruginosa.,aminocoumarin;macrolide;monobactam;tetracycline
CP015001.1.fa,CP015001.1,2829675,2832806,+,MuxB,1-3132/3132,===============,0/0,100.00,99.90,card,AE004091.2:2854014-2850882,MuxB is one of the two necessary RND components in the Pseudomonas aeruginosa efflux pump system MuxABC-OpmB.,aminocoumarin;macrolide;monobactam;tetracycline
CP015001.1.fa,CP015001.1,2832803,2835913,+,MuxC,1-3111/3111,===============,0/0,100.00,99.71,card,AE004091.2:2850886-2847775,MuxC is one of the two necessary RND components of the MuxABC-OpmB efflux pumps system in Pseudomonas aeruginosa.,aminocoumarin;macrolide;monobactam;tetracycline
CP015001.1.fa,CP015001.1,2835910,2837406,+,OpmB,1-1497/1497,===============,0/0,100.00,99.53,card,AE004091.2:2847779-2846282,OpmB is an outer membrane efflux protein in Pseudomonas aeruginosa that shows functional cooperation with MuxABC to form the efflux pump system MuxABC-OpmB.,aminocoumarin;macrolide;monobactam;tetracycline
CP015001.1.fa,CP015001.1,2878384,2879214,+,SPM-1,1-831/831,===============,0/0,100.00,100.00,card,AJ492820.1:404-1235,Plasmid-mediated SPM metallo-beta-lactamase conferring resistance to carbapenem. Originally isolated from Pseudomonas aeruginosa. Responsible for carbapenem-resistant Pseudomonas aeruginosa (CRPA) outbreaks in Brazil.,carbapenem
CP015001.1.fa,CP015001.1,2913362,2914780,-,OprN,1-1419/1419,===============,0/0,100.00,99.86,card,AE004091.2:2813193-2814612,OprN is the outer membrane channel component of the MexEF-OprN multidrug efflux complex.,diaminopyrimidine;fluoroquinolone;phenicol
CP015001.1.fa,CP015001.1,2914777,2917965,-,MexF,1-3189/3189,===============,0/0,100.00,99.59,card,AE004091.2:2810008-2813197,MexF is the multidrug inner membrane transporter of the MexEF-OprN complex. mexF corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: mexF/mexB) and 4 loci in Pseudomonas aeruginosa LESB58 (gene name: mexD/mexB).,diaminopyrimidine;fluoroquinolone;phenicol
CP015001.1.fa,CP015001.1,2917987,2919231,-,MexE,1-1245/1245,===============,0/0,100.00,99.76,card,AE004091.2:2808742-2809987,MexE is the membrane fusion protein of the MexEF-OprN multidrug efflux complex.,diaminopyrimidine;fluoroquinolone;phenicol
CP015001.1.fa,CP015001.1,3221785,3222255,+,Pseudomonas_aeruginosa_soxR,1-471/471,===============,0/0,100.00,99.79,card,AE004091.2:2503895-2503424,SoxR is a redox-sensitive transcriptional activator that induces expression of a small regulon that includes the RND efflux pump-encoding operon mexGHI-opmD. SoxR was shown to be activated by pyocyanin.,acridine_dye;cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
CP015001.1.fa,CP015001.1,3550711,3551890,+,mexX,1-1170/1170,========/======,7/10,100.00,98.05,card,AB015853:145-1315,MexX is the membrane fusion protein of the MexXY-OprM multidrug efflux complex.,acridine_dye;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP015001.1.fa,CP015001.1,3551906,3555043,+,mexY,1-3141/3141,========/======,8/9,99.81,98.82,card,AB015853:1330-4471,MexY is the RND-type membrane protein of the efflux complex MexXY-OprM.,acridine_dye;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP015001.1.fa,CP015001.1,4196576,4199686,-,mexN,1-3111/3111,===============,0/0,100.00,99.52,card,AB219523.1:1175-4286,MexN is the inner membrane transporter of the MexMN-OprM multidrug efflux complex.,phenicol
CP015001.1.fa,CP015001.1,4199683,4200840,-,mexM,1-1158/1158,===============,0/0,100.00,98.96,card,AB219523.1:21-1179,mexM is the membrane fusion protein of the MexMN-OprM multidrug efflux complex.,phenicol
CP015001.1.fa,CP015001.1,4299718,4301151,+,PmpM,1-1434/1434,===============,0/0,100.00,99.86,card,AE004091.2:1473980-1472546,PmpM is a multidrug efflux pump belonging to the MATE family of Pseudomonas aeruginosa. PmpM is an H+ drug antiporter and is the first reported case of an H+ coupled efflux pump in the MATE family. PmpM confers resistance to fluoroquinolones fradiomycin benzalkonium chloride chlorhexidine gluconate ethidium bromide tetraphenylphosphonium chloride (TPPCl) and rhodamine 6G.,aminoglycoside;benzalkonium_chloride;fluoroquinolone
CP015001.1.fa,CP015001.1,4551373,4551780,-,fosA,1-408/408,===============,0/0,100.00,99.75,card,AE004091.2:1221690-1222098,An enzyme that confers resistance to fosfomycin in Serratia marcescens by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule. In Pseudomonas aeruginosa FosA catalyzes the conjugation of glutathione to carbon-1 of fosfomycin rendering it ineffective as an antibacterial drug.,fosfomycin
CP015001.1.fa,CP015001.1,5031411,5032049,+,Pseudomonas_aeruginosa_catB7,1-639/639,===============,0/0,100.00,99.37,card,NC_002516.2:780101-779462,catB7 is a chromosome-encoded variant of the cat gene found in Pseudomonas aeruginosa,phenicol
CP015001.1.fa,CP015001.1,5199271,5200401,+,mexV,1-1131/1131,===============,0/0,100.00,98.50,card,AE004091.2:4903465-4904596,MexV is the membrane fusion protein of the MexVW-OprM multidrug efflux complex.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline
CP015001.1.fa,CP015001.1,5200452,5203508,+,mexW,1-3057/3057,===============,0/0,100.00,99.71,card,NC_002516.2:4904646-4907703,MexW is the RND-type membrane protein of the efflux complex MexVW-OprM.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline
CP015001.1.fa,CP015001.1,5399431,5399628,+,CrpP,1-198/198,===============,0/0,100.00,98.99,card,HM560971.1:119269-119071,A plasmid-encoded ciprofloxacin resistance protein identified from a Pseudomonas aeruginosa plasmid. CrpP confers resistance to ciprofloxacin by antibiotic inactivation through phosphorylation. Described by Chavez-Jacobo et al. 2018.,fluoroquinolone
CP015001.1.fa,CP015001.1,5588248,5589687,-,OprJ,1-1440/1440,===============,0/0,100.00,99.44,card,U57969:4622-6062,OprJ is the outer membrane channel component of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP015001.1.fa,CP015001.1,5589693,5592824,-,MexD,1-3132/3132,========/======,2/2,99.97,99.49,card,U57969:1485-4617,MexD is the multidrug inner membrane transporter of the MexCD-OprJ complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP015001.1.fa,CP015001.1,5592852,5594015,-,MexC,1-1164/1164,===============,0/0,100.00,99.83,card,U57969:294-1458,MexC is the membrane fusion protein of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP015001.1.fa,CP015001.1,5801571,5803004,+,basS,1-1434/1434,===============,0/0,100.00,99.93,card,JQ340365:0-1434,Histidine protein kinase sensor Lipid A modification gene; part of a two-component system involved in polymyxin resistance that senses high extracellular Fe(2+),peptide
CP015001.1.fa,CP015001.1,6019427,6020875,+,OpmH,1-1449/1449,===============,0/0,100.00,97.38,card,AE004091.2:5584100-5585549,OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.,triclosan
CP015001.1.fa,CP015001.1,6041429,6041761,+,Pseudomonas_aeruginosa_emrE,1-333/333,===============,0/0,100.00,99.40,card,AE004091.2:5606102-5606435,EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell with the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium methyl viologen gentamicin kanamycin and neomycin.,aminoglycoside
CP015001.1.fa,CP015001.1,6651073,6651861,+,OXA-486,1-789/789,===============,0/0,100.00,99.49,card,CP038661.1:6223618-6224407,Assigned by Lahey's list of beta-lactamases no accessions or other information available,cephalosporin;penam
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
CP015003.1.fa,CP015003.1,182202,183353,+,TriA,1-1152/1152,===============,0/0,100.00,100.00,card,AE004091.2:177306-178458,TriA is a membrane protein that is fused to TriB and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan
CP015003.1.fa,CP015003.1,183350,184420,+,TriB,1-1071/1071,===============,0/0,100.00,99.72,card,AE004091.2:178454-179525,TriB is a membrane protein that is fused to TriA and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan
CP015003.1.fa,CP015003.1,184417,187464,+,TriC,1-3048/3048,===============,0/0,100.00,99.74,card,AE004091.2:179521-182569,TriC is a resistance nodulation cell division (RND) transporter that is a part of TriABC-OpmH a triclosan-specific efflux protein.,triclosan
CP015003.1.fa,CP015003.1,471060,472211,+,MexA,1-1152/1152,===============,0/0,100.00,98.70,card,AE004091.2:472023-473175,MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015003.1.fa,CP015003.1,472227,475367,+,MexB,1-3141/3141,===============,0/0,100.00,99.81,card,L11616:1569-4710,MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015003.1.fa,CP015003.1,475369,476826,+,OprM,1-1458/1458,===============,0/0,100.00,99.79,card,AE004091.2:476332-477790,OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM MexVW-OprM MexXY-OprM and the AmrAB-OprM complex.,acridine_dye;aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015003.1.fa,CP015003.1,809146,810609,-,opmD,1-1464/1464,===============,0/0,100.00,99.66,card,AE004091.2:4710620-4712084,OpmD is the outer membrane channel protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP015003.1.fa,CP015003.1,810606,813695,-,mexI,1-3090/3090,===============,0/0,100.00,99.94,card,AE004091.2:4707534-4710624,MexI is the inner membrane transporter of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP015003.1.fa,CP015003.1,813708,814820,-,mexH,1-1113/1113,===============,0/0,100.00,99.73,card,AE004091.2:4706409-4707522,MexH is the membrane fusion protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP015003.1.fa,CP015003.1,814828,815274,-,mexG,1-447/447,===============,0/0,100.00,99.55,card,AE004091.2:4705955-4706402,MexG is a membrane protein required for MexGHI-OpmD efflux activity.,acridine_dye;fluoroquinolone;tetracycline
CP015003.1.fa,CP015003.1,977228,978436,+,bcr-1,1-1209/1209,===============,0/0,100.00,99.83,card,CP012901.1:5980365-5979156,Transmembrane protein which expels bicyclomycin from the cell leading to bicyclomycin resistance. Identified in Pseudomonas aeruginosa strains responsible for outbreaks in Brazil often appearing with blaSPM-1 another bicyclomycin resistance gene,bicyclomycin
CP015003.1.fa,CP015003.1,995141,995947,+,APH(3')-IIb,1-807/807,===============,0/0,100.00,98.76,card,X90856:387-1194,APH(3')-IIb is a chromosomal-encoded aminoglycoside phosphotransferase in P. aeruginosa,aminoglycoside
CP015003.1.fa,CP015003.1,1008303,1009496,-,PDC-5,1-1194/1194,===============,0/0,100.00,99.75,card,FJ666068:0-1194,PDC-5 is a extended-spectrum beta-lactamase found in Pseudomonas aeruginosa.,carbapenem;cephalosporin;monobactam
CP015003.1.fa,CP015003.1,1517916,1518077,+,ArmR,1-162/162,===============,0/0,100.00,100.00,card,AE004091.2:4165880-4165718,ArmR a 53-amino-acid antirepressor allosterically inhibits MexR dimer-DNA binding by occupying a hydrophobic binding cavity within the center of the MexR dimer. ArmR up-regulation and MexR-ArmR complex formation have previously been shown to upregulate MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP015003.1.fa,CP015003.1,1562680,1563318,-,mexL,1-639/639,===============,0/0,100.00,100.00,card,AE004091.2:4120468-4121107,MexL is a specific repressor of mexJK transcription and autoregulates its own expression.,macrolide;tetracycline;triclosan
CP015003.1.fa,CP015003.1,1563414,1564517,+,mexJ,1-1104/1104,===============,0/0,100.00,99.64,card,AE004091.2:4120373-4119269,mexJ is the membrane fusion protein of the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
CP015003.1.fa,CP015003.1,1564522,1567599,+,mexK,1-3078/3078,===============,0/0,100.00,99.35,card,AE004091.2:4119265-4116187,mexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
CP015003.1.fa,CP015003.1,1699577,1701565,-,arnA,1-1989/1989,===============,0/0,100.00,99.75,card,AE004091.2:3982020-3984009,arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.,peptide
CP015003.1.fa,CP015003.1,1739783,1740940,+,mexP,1-1158/1158,===============,0/0,100.00,99.14,card,AB219524.1:22-1180,MexP is the membrane fusion protein of the MexPQ-OpmE multidrug efflux complex,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP015003.1.fa,CP015003.1,1740937,1744098,+,mexQ,1-3162/3162,===============,0/0,100.00,99.15,card,AB219524.1:1176-4338,MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP015003.1.fa,CP015003.1,1744095,1745570,+,opmE,1-1476/1476,===============,0/0,100.00,99.25,card,AB219524.1:4334-5810,opmE is an outer membrane factor protein that is part of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP015003.1.fa,CP015003.1,2068748,2069425,-,Pseudomonas_aeruginosa_CpxR,1-678/678,===============,0/0,100.00,100.00,card,LT673656.1:1885022-1884344,CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.,aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
